ImageNumber,resource,OrderNumber,Title,VUtemp_ImageTitle,VUtemp_keywords,TitleLargerEntity,LocationCountry,Description,Culture,StylePeriod,DateCreation,CreatorArtist,Technique,Material,MeasurementDimension,LocationCurrentSite,Notes,DateCreated,DateUpdated,StaffNotes,DateDigitized,SourcePage,Fig. No,SourceTitle,SourceAuthor,CopyrightStatement,SourceCallNo,SourceISBN,SourcePubYear,SourcePubCity,SourcePublisher,PubVolume,PubIssue,MDID_Source,LocationCreationSite,MDID_Location,MDID_title,
59336,59336,2017,Head of Hephaistion,,Alexander the Great,,Greece, ,Greek,Early Hellenistic,ca. 324 BCE,unknown,sculpture,bronze,,"Prado, Madrid, Spain",,40347,40347,,40357,221,,In the Footsteps of Alexander the Great: A Journey from Greece to Asia,"Wood, Michael",© Michael Wood 1997,,0-520-21307-6,1997,"Berkeley and Los Angeles, CA",University of California Press,,,"Wood, Michael; In the Footsteps of Alexander the Great: A Journey from Greece to Asia; University of California Press; Berkeley and Los Angeles, CA; 1997",,"Current: Prado, Madrid, Spain",Head of Hephaistion,
59337,59337,2017,House of the Faun,"The Alexander Mosaic (Battle of Issus), detail of Alexander on his horse",Alexander the Great,,Italy,"Roman copy of a famous panel painting of ca. 310 BCE by Philoxenos of Eretria (active late 4th century BCE) for King Cassander, one of Alexander's successors",Roman,Late Republican,ca. 120 to 80 BCE,unknown,architecture, ,2.17 x 5.12 m (mosaic),"Museo Nazionale, Naples",,40347,40347,,40357,236,,In the Footsteps of Alexander the Great: A Journey from Greece to Asia,"Wood, Michael",© Michael Wood 1997,,0-520-21307-6,1997,"Berkeley and Los Angeles, CA",University of California Press,,,"Wood, Michael; In the Footsteps of Alexander the Great: A Journey from Greece to Asia; University of California Press; Berkeley and Los Angeles, CA; 1997","Pompeii, Italy","Current: Museo Nazionale, Naples;  Creation: Pompeii, Italy","The Alexander Mosaic (Battle of Issus), detail of Alexander on his horse; The Alexander Mosaic (Battle of Issus), detail of Alexander on his horse",
59338,59338,2017,"Personification of Alexandria as mistress of the sea, crowned with a headdress in the shape of a ship's prow",,Alexander the Great,,Egypt,,Egyptian,Ptolemaic,200's BCE,unknown,mosaic,stone,,"Graeco-Roman Museum, Alexandria, Egypt",,40347,40347,,40357,240,,In the Footsteps of Alexander the Great: A Journey from Greece to Asia,"Wood, Michael",© Michael Wood 1997,,0-520-21307-6,1997,"Berkeley and Los Angeles, CA",University of California Press,,,"Wood, Michael; In the Footsteps of Alexander the Great: A Journey from Greece to Asia; University of California Press; Berkeley and Los Angeles, CA; 1997",,"Current: Graeco-Roman Museum, Alexandria, Egypt","Personification of Alexandria as mistress of the sea, crowned with a headdress in the shape of a ship's prow",
59339,59339,2018,"The Macedonian kingdom and the other Greek states in 336 BCE, the year in which Philip II died",,,,,,,,,,cartography,maps,,,,40353,40353,,40405,pg. 23,fig. 22,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-9,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",,,"The Macedonian kingdom and the other Greek states in 336 BCE, the year in which Philip II died",
59339,59339,2018,"The Macedonian kingdom and the other Greek states in 336 BCE, the year in which Philip II died",,,,,,,,,,cartography,maps,,,,40353,40353,,40405,pg. 23,fig. 22,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-9,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",,,"The Macedonian kingdom and the other Greek states in 336 BCE, the year in which Philip II died",
59340,59340,2018,Palace Complex of Galerius in Navarinou Square,Part of the Palace Complex of Galerius in Navarinou Square,,,Greece,,Greek,Tetrarchic,ca. 300-325 ,unknown,architecture,,,"Thessaloniki, Greece",,40353,40353,,40405,p. 94,fig. 116,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-10,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",,"Current: Thessaloniki, Greece",Palace Complex of Galerius in Navarinou Square; Part of the Palace Complex of Galerius in Navarinou Square,
59340,59340,2018,Palace Complex of Galerius in Navarinou Square,Part of the Palace Complex of Galerius in Navarinou Square,,,Greece,,Greek,Tetrarchic,ca. 300-325 ,unknown,architecture,,,"Thessaloniki, Greece",,40353,40353,,40405,p. 94,fig. 116,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-10,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",,"Current: Thessaloniki, Greece",Palace Complex of Galerius in Navarinou Square; Part of the Palace Complex of Galerius in Navarinou Square,
59341,59341,2018,The Octagon is part of the Palace of Galerius,,,,Greece,,Greek,Tetrarchic,ca. 300-325,unknown,architecture,,,"Thessaloniki, Greece",,40353,40353,,40405,p. 95,fig. 117,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-11,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",,"Current: Thessaloniki, Greece",The Octagon is part of the Palace of Galerius,
59341,59341,2018,The Octagon is part of the Palace of Galerius,,,,Greece,,Greek,Tetrarchic,ca. 300-325,unknown,architecture,,,"Thessaloniki, Greece",,40353,40353,,40405,p. 95,fig. 117,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-11,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",,"Current: Thessaloniki, Greece",The Octagon is part of the Palace of Galerius,
59342,59342,2018,"Leather pectoral covered with bronze scales, from a tomb at Derveni",,,,Greece,,Greek,Late Antique,ca. 375-400,unknown,jewelry making,leather and bronze,,"Thessaloniki, Greece",,40353,40353,,40405,p. 114,fig. 142,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-12,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996","Derveni, Greece","Current: Thessaloniki, Greece;  Creation: Derveni, Greece","Leather pectoral covered with bronze scales, from a tomb at Derveni",
59342,59342,2018,"Leather pectoral covered with bronze scales, from a tomb at Derveni",,,,Greece,,Greek,Late Antique,ca. 375-400,unknown,jewelry making,leather and bronze,,"Thessaloniki, Greece",,40353,40353,,40405,p. 114,fig. 142,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-12,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996","Derveni, Greece","Current: Thessaloniki, Greece;  Creation: Derveni, Greece","Leather pectoral covered with bronze scales, from a tomb at Derveni",
59343,59343,2018,Statue of Augustus from the area of the imperial Sanctuaries in Thessaloniki,,,,Greece,,Greek,Imperial,27 BCE - 14 CE,unknown,sculpture,marble,,"Thessaloniki, Greece",,40353,40353,,40405,p.127,fig. 160,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-13,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996","Sanctuaries in Thessaloniki, Greece","Current: Thessaloniki, Greece;  Creation: Sanctuaries in Thessaloniki, Greece",Statue of Augustus from the area of the imperial Sanctuaries in Thessaloniki,
59343,59343,2018,Statue of Augustus from the area of the imperial Sanctuaries in Thessaloniki,,,,Greece,,Greek,Imperial,27 BCE - 14 CE,unknown,sculpture,marble,,"Thessaloniki, Greece",,40353,40353,,40405,p.127,fig. 160,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-13,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996","Sanctuaries in Thessaloniki, Greece","Current: Thessaloniki, Greece;  Creation: Sanctuaries in Thessaloniki, Greece",Statue of Augustus from the area of the imperial Sanctuaries in Thessaloniki,
59344,59344,2018,"Plan of Pella, capital of the ancient Macedonians",,,,,,,,,,cartography,plans (maps),,,,40353,40353,,40405,p. 139,fig. 171,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-14,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",,,"Plan of Pella, capital of the ancient Macedonians",
59344,59344,2018,"Plan of Pella, capital of the ancient Macedonians",,,,,,,,,,cartography,plans (maps),,,,40353,40353,,40405,p. 139,fig. 171,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-14,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",,,"Plan of Pella, capital of the ancient Macedonians",
59345,59345,2018,"Funerary sele of a Macedonian warrior, by a local workshop",,,,Greece,,Greek,Early Byzantine,ca. 475-499,unknown,reliefs (sculptures),stone,,"Archaeological Museum of Istanbul, Turkey",,40353,40353,,40405,140,fig 172,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-15,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",Greece,"Current: Archaeological Museum of Istanbul, Turkey;  Creation: Greece","Funerary sele of a Macedonian warrior, by a local workshop",
59345,59345,2018,"Funerary stele of a Macedonian warrior, by a local workshop",,,,Greece,,Greek,Early Byzantine,ca. 475-499,unknown,reliefs (sculptures),stone,,"Archaeological Museum of Istanbul, Turkey",,40353,40353,,40405,140,fig 172,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-15,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",Greece,"Current: Archaeological Museum of Istanbul, Turkey;  Creation: Greece","Funerary stele of a Macedonian warrior, by a local workshop",
59346,59346,2018,Coin issued by the Macedonian Koinon,Two sides of a coin issued by the Macedonian Koinon,,,Greece,"One side has the head of Alexander the Great, and the other sid has temples associated with the imperial cult.",Greek,Late Antique,ca. 200-299,unknown,coins,bronze,,"Numismatic Museum of Athens, Greece",,40353,40353,,40405,172,fig 216,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-16,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",Greece,"Current: Numismatic Museum of Athens, Greece;  Creation: Greece",Coin issued by the Macedonian Koinon; Two sides of a coin issued by the Macedonian Koinon,
59346,59346,2018,Coin issued by the Macedonian Koinon,Two sides of a coin issued by the Macedonian Koinon,,,Greece,"One side has the head of Alexander the Great, and the other sid has temples associated with the imperial cult.",Greek,Late Antique,ca. 200-299,unknown,coins,bronze,,"Numismatic Museum of Athens, Greece",,40353,40353,,40405,172,fig 216,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-16,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996",Greece,"Current: Numismatic Museum of Athens, Greece;  Creation: Greece",Coin issued by the Macedonian Koinon; Two sides of a coin issued by the Macedonian Koinon,
59347,59347,2018,"The Great Tomb, or the Tomb of the Judgement at Lefkadia",Two (the deceased and Thadamanthys) of the four figures depicted in the main painted scene (the Judgment of the dead man) on the upper story of the tomb,,,Greece,,Greek,Severan,ca. 200-225,unknown,architecture,,,"Lefkadia, Greece",,40353,40353,,40405,203,figs 257-258,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-17,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996","Lefkadia, Greece","Current: Lefkadia, Greece;  Creation: Lefkadia, Greece","The Great Tomb, or the Tomb of the Judgement at Lefkadia; Two (the deceased and Thadamanthys) of the four figures depicted in the main painted scene (the Judgment of the dead man) on the upper story of the tomb",
59347,59347,2018,"The Great Tomb, or the Tomb of the Judgement at Lefkadia",Two (the deceased and Thadamanthys) of the four figures depicted in the main painted scene (the Judgment of the dead man) on the upper story of the tomb,,,Greece,,Greek,Severan,ca. 200-225,unknown,architecture,,,"Lefkadia, Greece",,40353,40353,,40405,203,figs 257-258,"Macedonia: History, Monuments, Museums","Touratsoglou, Ioannis",© 1995 Ekdotike Athenon S.A. ,,960-213-330-17,1996,"Athens, Greece","George A. Christopoulos, John C. Bastias",,,"Touratsoglou, Ioannis; Macedonia: History, Monuments, Museums; George A. Christopoulos, John C. Bastias; Athens, Greece; 1996","Lefkadia, Greece","Current: Lefkadia, Greece;  Creation: Lefkadia, Greece","The Great Tomb, or the Tomb of the Judgement at Lefkadia; Two (the deceased and Thadamanthys) of the four figures depicted in the main painted scene (the Judgment of the dead man) on the upper story of the tomb",
